"Tr","x1","x2","x3","x4","x5","y","failed"
0,0,1,0,12.886569089925,1.46080452432412,100,TRUE
0,0,1,3,3.68332580650733,0.395807614314574,55,TRUE
0,1,0,1,16.5352474449007,1.0461048880462,100,TRUE
0,1,0,3,7.23479448093774,3.65399197612239,53,TRUE
0,0,0,2,2.56214125905236,2.44280572649786,63,TRUE
0,0,0,1,12.8828798253487,-0.790080725825181,4,FALSE
0,1,0,3,-1.96210234855108,4.38350041093736,4,TRUE
0,1,1,3,3.9871220916129,2.37241820767114,99,FALSE
0,1,0,1,-17.2995449037644,5.23650744514105,19,TRUE
0,1,1,0,1.07098256854623,-1.87954492608738,50,TRUE
0,0,1,2,10.0219816799335,4.2876730045191,100,TRUE
0,0,0,0,13.5474834782514,1.75554470304044,100,TRUE
0,1,1,3,8.10389811024524,4.93087962529025,53,TRUE
0,0,1,3,12.0137205823675,0.328975532246826,96,TRUE
0,1,1,0,-9.09957274935763,1.40971017140982,3,TRUE
0,1,1,1,-1.95296153800543,-0.385777927551452,50,TRUE
0,1,0,1,-4.09866326689549,0.265191648796169,49,TRUE
0,1,1,0,-2.04507805723842,0.714678574272867,57,TRUE
0,1,0,0,8.12068594584159,5.37751974760112,32,TRUE
0,0,0,3,1.9460183898855,1.26238113240612,49,TRUE
0,1,0,0,-16.8757970695977,3.19980974757929,51,FALSE
0,1,0,3,-1.57114225200593,3.03273027188816,61,TRUE
0,1,0,3,7.88363831721092,1.84620130470588,100,TRUE
0,1,1,0,-12.244963352532,1.59395076032039,25,TRUE
0,1,1,0,7.27541927837882,0.802023258055321,51,TRUE
0,1,1,3,23.9886094220551,1.08468052123308,98,TRUE
0,0,0,1,-9.0184271931974,0.821641548632805,1,TRUE
0,0,0,3,-7.37291782535648,5.30164681273497,54,TRUE
0,1,0,3,4.35930085477906,1.80561552231967,92,TRUE
0,0,1,2,-4.45763065135905,4.12237212726681,46,TRUE
0,1,0,3,-0.199706863286416,-1.14807946563352,45,TRUE
0,1,0,4,6.56882002423194,2.16862402738018,97,TRUE
0,0,1,3,18.0313577850595,2.33670380038164,100,TRUE
0,1,0,4,-4.03335366006975,0.808314966038107,52,FALSE
0,1,0,0,2.36976739360099,2.45259940085748,99,FALSE
0,1,0,4,11.8887036037259,2.44369928356222,100,TRUE
0,1,1,0,7.80983140504463,2.09817627028614,100,TRUE
0,0,0,0,-10.1722067355228,-1.18125191912888,28,TRUE
0,0,0,0,-10.3303617930639,2.96623371051401,57,TRUE
0,1,0,0,9.00686298046915,1.64002644944455,100,TRUE
0,0,1,0,-0.453686417173159,1.4217807895715,47,TRUE
0,1,0,0,-17.5617791772601,2.35388874676924,31,TRUE
0,1,1,0,-19.2489638097436,-1.83187747988822,36,TRUE
0,1,1,2,-0.972309930171839,6.12311062935043,49,TRUE
0,0,0,0,10.63336657613,-1.9074689782979,94,TRUE
0,1,0,2,-4.2024068084003,1.52720957118989,51,TRUE
0,0,0,0,3.12885714002788,-1.33441532835533,56,FALSE
0,0,1,2,-7.72416177423374,0.917649083965458,51,TRUE
0,1,1,0,11.8110771242073,1.92868104334631,3,TRUE
0,0,0,3,1.9234199201569,2.403885089618,53,TRUE
0,1,0,0,5.57486022180555,3.43012013529577,95,TRUE
0,1,0,0,8.77528144159558,3.50719108711123,100,FALSE
0,1,0,0,0.970043780231421,1.38703463085908,35,TRUE
0,0,1,0,10.1673329649201,1.37378567475966,97,TRUE
0,1,1,0,-5.2721529349879,1.69754574833534,51,TRUE
0,1,1,0,6.46909198285032,4.08445369357157,20,TRUE
0,1,1,3,6.14889934797418,3.07629662821876,48,TRUE
0,1,0,1,12.9748794132578,4.39408325039471,96,TRUE
0,1,1,0,19.61235028226,1.69764439184759,100,TRUE
0,1,0,0,2.35837607159568,1.78574481473551,98,FALSE
0,1,1,1,12.6424255128001,2.47120671723175,100,TRUE
0,1,0,0,5.75903895020004,4.543769203748,51,TRUE
0,0,1,3,9.29913325557504,-0.0326492247135484,100,TRUE
0,1,0,3,-11.6303260033331,4.85999942878925,2,TRUE
0,0,1,3,0.519712828030961,4.36297630012132,100,TRUE
0,1,1,1,5.69026215685479,3.55488941609975,93,TRUE
0,0,0,1,-7.22392383362022,2.03520211229043,30,TRUE
0,0,1,4,1.74276784892131,6.18536862833636,100,TRUE
0,1,1,0,5.82745642505868,3.11056008976168,50,TRUE
0,0,1,2,-10.1524760533331,3.5171858400277,51,TRUE
0,1,1,0,-3.47599833716547,0.188590976472707,63,TRUE
0,1,1,3,-13.8322249164888,1.56696306463798,53,TRUE
0,1,0,0,14.1887576960533,5.31107713909113,100,FALSE
0,0,1,0,19.6983767183966,3.41589627258924,100,TRUE
0,0,0,0,-9.33002752568162,0.786044900719087,51,TRUE
0,1,0,3,8.02213495748131,1.22437503008771,7,TRUE
0,1,1,0,2.40825187449508,0.538672594590597,17,TRUE
0,1,0,0,5.71894045280709,4.47112560281683,51,TRUE
0,0,0,1,1.84282656116806,1.49689656243732,97,TRUE
0,1,1,0,-13.2789938466343,1.13945947478888,15,TRUE
0,1,0,1,-0.666150970396437,1.82236574059369,8,TRUE
0,0,0,1,10.8066118713822,-0.79058057571735,100,TRUE
0,1,1,3,11.9726868713416,-1.81592592491716,100,TRUE
0,0,1,1,0.838987026070541,4.07390370847535,98,TRUE
0,0,0,0,-9.454964291209,-1.14654414776243,34,TRUE
0,1,1,4,-15.1783433096343,-0.994147608916013,29,TRUE
0,1,0,4,15.4709544728761,2.58480451015491,100,FALSE
0,1,1,0,12.2683573406484,0.346253388470608,100,TRUE
0,1,0,3,10.7383414052096,-0.895616405181691,50,TRUE
0,1,1,0,5.78171180350435,3.42486421643576,95,TRUE
0,1,1,1,-1.98025486623596,0.0950438568897951,28,FALSE
0,1,0,3,-4.57492734306484,1.63574597261172,53,TRUE
0,0,0,3,-10.2127318141959,0.637968385145225,50,TRUE
0,0,0,1,8.34359027505421,-2.46084431212487,97,TRUE
0,0,0,2,13.3962454045032,2.38185267221898,94,TRUE
0,0,1,0,-17.8742224127037,3.22236060099065,21,TRUE
0,0,1,0,11.4734421469153,3.86571263707956,48,TRUE
0,0,0,0,-1.13928962875384,0.216168905418797,54,FALSE
0,1,0,4,-18.871213595423,0.495336844312504,48,TRUE
0,1,1,3,-13.9448025252017,-0.253679762121092,30,TRUE
0,0,1,3,2.97356901681577,2.5760520823189,88,TRUE
0,0,1,1,11.1702401041317,3.2311100606474,97,TRUE
0,1,1,0,1.03263433134298,3.0831005508481,49,TRUE
0,0,0,0,6.69796784784913,3.48801794835483,95,TRUE
0,0,1,1,-15.9793617752959,2.35884163253855,50,TRUE
0,0,0,3,13.6802900078088,2.2879269737335,100,TRUE
0,0,0,0,14.0009091711464,4.24351112868212,100,TRUE
0,0,1,3,1.27150105188834,0.576225657137542,1,FALSE
0,0,0,2,8.92676353685044,4.28812677602184,98,TRUE
0,0,0,3,-3.02781253697264,1.85980135995775,50,TRUE
0,1,0,1,-8.15711023930176,4.76873361003919,97,TRUE
0,1,1,3,1.77037664659027,1.12646185670756,49,TRUE
0,0,1,0,-13.0353912031258,1.32152879828912,5,FALSE
0,0,0,0,12.5537989528457,1.57652063989142,97,TRUE
0,1,0,1,7.5820159796218,0.663169397708248,48,TRUE
0,0,1,0,-2.56797391339564,5.35252569920894,52,TRUE
0,1,1,0,9.11073393230994,4.236927825756,52,TRUE
0,1,1,0,-2.02278389796485,3.166718262423,99,TRUE
0,0,1,3,-11.0471046334379,6.47731176342599,26,TRUE
0,1,0,0,-0.0930578084517464,3.39961268799089,55,TRUE
0,1,0,0,-8.44464684843042,3.10575411180353,53,TRUE
0,1,1,0,19.9586709622024,2.22055470118262,100,FALSE
0,1,0,3,19.4365004222331,0.742004835718443,100,TRUE
0,0,1,0,-9.72242742636577,3.58665726762507,47,TRUE
0,1,0,0,-2.10757862724062,-0.0690010786312349,25,TRUE
0,1,1,1,6.79865293374826,-1.45315590161669,53,TRUE
0,1,0,3,-2.06126570649634,1.89919925264075,46,TRUE
0,1,0,3,-11.350768614365,6.69616340133264,49,TRUE
0,0,0,0,-0.0680086003171212,7.70340926544704,36,TRUE
0,1,0,1,-8.43588864952476,0.843330387408191,32,TRUE
0,1,1,0,11.8330242439217,1.01308951124915,100,TRUE
0,1,1,0,3.57118195068438,3.11980262424354,97,TRUE
0,0,1,3,-3.26727992573138,1.18467714396038,2,TRUE
0,0,1,0,-10.6904897194608,3.14930912613104,37,FALSE
0,1,0,0,-15.941639816621,0.445189158512051,48,TRUE
0,0,0,3,-9.67963290343845,3.26173435613577,70,TRUE
0,0,0,0,-19.058724324227,-0.054434244552354,3,TRUE
