"Tr","x1","x2","x3","x4","x5","y","failed"
1,1,0,0,12.5411064251187,2.24958485441395,100,TRUE
0,1,1,0,-5.18356381657104,-0.564871828242486,2,TRUE
1,1,1,0,-4.41963575353355,1.94487739075878,52,TRUE
0,0,1,1,-5.06837791803564,-3.99707575264214,4,TRUE
1,1,0,0,-10.475940777429,-0.202909218957082,35,TRUE
1,1,1,0,13.7004367781096,0.816506353878658,46,TRUE
0,1,1,0,10.926876759473,0.76215855421108,100,TRUE
0,0,1,0,-0.549947870367895,-3.68050946189592,44,TRUE
0,1,0,0,5.53610656670658,-1.09017567714104,100,TRUE
0,1,1,0,9.27596143668662,-1.80544129908267,49,TRUE
0,1,1,4,16.1514004273929,0.501224309397308,44,TRUE
1,1,1,0,-1.43791603882605,4.22701589586983,100,TRUE
0,0,1,0,-6.40705249292078,2.74829107103563,99,TRUE
1,0,1,0,-12.1972359921383,4.34038373631974,3,FALSE
1,0,1,0,-4.45287748390691,5.30086978553786,47,TRUE
1,1,1,3,-4.68319022890934,5.5989859997355,48,TRUE
1,0,0,0,6.92661399891166,3.23720435447944,12,TRUE
1,0,0,1,2.72984011662376,-1.15931518448336,1,TRUE
0,1,0,0,10.4991886493205,4.11996529565819,100,TRUE
1,0,1,0,-7.33658688027764,-0.365556022768331,16,TRUE
1,1,0,0,-0.994320178768028,-0.205975366174863,99,TRUE
0,0,1,3,1.6360589271681,-3.5543974226233,37,TRUE
0,1,1,0,-7.46351990183002,-3.14912245314289,42,TRUE
1,0,1,0,6.77876277786356,-1.35299942060576,100,TRUE
0,1,1,0,7.75373407524069,-0.87480785981913,48,FALSE
0,1,0,0,-5.63953260182072,-4.33711951288228,45,TRUE
0,0,1,0,8.79341580678622,-0.469133830422741,45,TRUE
0,1,1,4,1.92497728663705,4.96078381688465,45,FALSE
1,1,1,0,7.51288503735479,3.61678063318802,100,TRUE
1,1,0,0,-7.01918596919033,-0.772995508341342,49,TRUE
0,0,1,0,7.21161686056745,0.750508386591328,45,TRUE
0,1,1,1,-23.2080165219648,-8.13082465937138,2,TRUE
0,0,0,4,10.7126316840678,-1.98959191237475,100,TRUE
1,1,1,0,-8.73557822743159,4.57139376530832,38,TRUE
1,1,0,1,5.60190796473041,0.422465380870324,51,TRUE
1,1,1,1,-8.01230100332205,6.52940147002267,48,TRUE
0,0,0,0,-1.77529729805936,-5.56144900250086,47,TRUE
1,1,0,3,15.1248701266817,-1.47649426078885,100,TRUE
0,0,1,3,2.79504754755952,-7.26105346803751,47,TRUE
0,0,1,0,8.67428111030485,3.53500534223722,53,TRUE
1,1,1,0,-8.19870221979342,2.38542265610504,5,TRUE
0,1,0,4,-14.3293347105597,5.98825947264442,49,TRUE
0,0,1,4,-7.29077324221454,6.12570960689636,37,TRUE
0,0,1,1,-3.91820558857611,-2.78936701917603,12,TRUE
0,0,1,1,-0.727109696701064,7.54661469607424,100,TRUE
0,1,0,1,14.7886129480131,3.06754657602844,50,TRUE
1,1,0,1,20.5743639890732,0.23749814837889,100,TRUE
0,1,1,0,1.4484016581307,-10.3485562865883,1,TRUE
0,1,1,3,13.579718722787,-4.15904360778268,100,FALSE
1,0,0,0,0.377234467608922,-5.42536459506088,11,TRUE
1,0,1,3,4.05397919704542,4.65119895788686,100,TRUE
1,1,1,3,1.46806268050932,-4.98416061381354,1,TRUE
0,1,1,0,-8.95677544318036,-0.788813305099323,50,TRUE
1,1,0,1,13.6670553541137,6.68401870724681,50,TRUE
1,1,1,2,-12.0058728680451,-4.5951810906832,1,TRUE
0,0,1,0,-6.24014197881099,-8.54337311213187,42,TRUE
1,1,1,0,-14.4202956462987,-0.5620717827374,1,TRUE
0,0,0,3,1.30798312480822,6.84725256131791,46,TRUE
0,0,0,0,-15.5946376097783,-1.39496975872044,13,TRUE
0,1,0,3,-17.354893643822,-1.66998606662846,5,TRUE
1,0,1,4,2.07987120421399,-1.04993375795146,22,TRUE
1,0,1,0,-1.81825402977609,-6.66387374578396,38,FALSE
