"Tr","x1","x2","x3","x4","x5","y","failed"
1,0,1,0,-0.605850432627626,0.743144587785459,98,TRUE
0,1,1,0,-5.30664432496296,0.94182396432695,100,TRUE
1,1,1,1,-6.15245799546763,-0.79903225173215,100,TRUE
1,0,0,2,1.08363001435064,-2.21750947311762,100,TRUE
1,0,1,1,-7.58449590601096,0.880649953289964,100,TRUE
0,1,1,1,10.8458229102549,0.20450910721507,1,TRUE
0,1,1,3,2.61802620407321,0.104586340574983,1,FALSE
1,1,1,4,-7.98431211391696,-1.80794536601479,100,FALSE
0,1,1,0,5.61501530662495,0.657837078236824,1,TRUE
0,0,1,1,2.08715861067462,-1.28726749634792,9,TRUE
1,0,0,3,6.93271704093878,-1.493971393676,3,TRUE
1,0,1,4,7.79658002554497,3.71496058828729,1,FALSE
1,0,0,0,6.92998815118418,0.563209193660995,1,TRUE
0,1,1,1,-1.84836686832616,-2.02320645494033,91,FALSE
1,0,1,0,1.70893949680288,-0.302658025910802,99,FALSE
1,0,1,1,2.90713509763473,-2.94302128120797,99,TRUE
0,0,0,0,4.21291533451716,0.432059773545909,3,TRUE
0,1,1,3,-0.126908642009326,2.05492143598136,4,TRUE
1,1,1,1,-3.19243246873241,-3.72223712963083,100,TRUE
0,1,0,1,-3.37927228966805,1.55598327269043,18,FALSE
1,1,1,4,-4.4943515520791,-1.77516901870037,100,TRUE
1,1,1,0,4.19848888955431,0.282141778537198,3,TRUE
0,0,1,0,-8.77735045543549,2.94668606128161,100,TRUE
1,0,1,0,-0.535752934153152,-1.53884109085963,100,TRUE
1,0,0,0,5.13425298832257,5.0232146336576,1,TRUE
1,0,1,0,2.70497536519795,-6.83689747365016,100,TRUE
1,0,0,0,0.301914833791301,3.47207116186935,14,FALSE
1,1,1,0,7.98081183842208,3.77416947873861,1,TRUE
1,0,0,0,-0.382895836571613,-2.18843282424433,100,TRUE
1,1,0,1,-1.2781074831144,-0.500090311830956,17,TRUE
0,0,0,3,-1.51704676557278,0.24348579261585,53,TRUE
0,0,1,1,8.9313072143722,0.561898234051078,1,TRUE
0,0,1,0,-2.61542901956356,4.73927442967801,4,TRUE
0,0,1,2,-1.18060894536764,2.43331466808782,8,TRUE
0,0,1,3,7.14487212055315,1.11319025712755,1,TRUE
0,0,1,1,4.54958700250864,-1.54801677991204,2,FALSE
1,1,1,4,10.8242819154508,1.6148949199892,1,TRUE
0,1,1,3,6.15826228477138,1.98502452268272,1,TRUE
0,0,0,4,0.832201786003239,0.627073354883155,4,TRUE
0,0,1,0,-0.657938545602327,-0.900723262070358,89,TRUE
0,1,0,1,2.05928839438337,2.11943876093077,1,TRUE
0,0,1,1,3.74293357546792,0.479054113125624,1,TRUE
0,1,1,3,-3.81882448688668,-1.13169041413537,78,TRUE
1,1,1,1,-3.76575463950269,2.32194227160768,96,TRUE
1,1,1,4,-2.38600082692646,2.47325214940288,17,TRUE
1,1,0,0,3.78996410146448,2.81351916588837,3,TRUE
1,1,1,3,-5.08882806325754,2.05605915264369,23,TRUE
1,0,1,4,2.15689184546982,1.43969864807076,5,TRUE
0,1,1,0,-7.26124613431163,-2.7715945424354,100,TRUE
1,1,1,0,14.1700938035668,1.84382364730035,1,TRUE
0,0,1,3,9.66664012206813,3.76877850076927,1,TRUE
1,1,1,3,-11.7435576064606,-0.358717623882029,100,TRUE
0,1,1,3,4.19239843555634,-1.26144986707342,1,TRUE
1,1,1,1,-7.73335736462024,0.719571696815159,100,TRUE
1,1,0,3,-4.02082060131141,0.614616285563528,100,TRUE
1,0,1,0,-7.10817857200373,-0.21558186370148,100,TRUE
1,0,1,1,-3.67260679527567,-4.15828813729813,100,TRUE
0,0,1,1,-4.43885289564921,-1.86310658438764,100,TRUE
0,0,1,0,0.878300564806054,-0.920245227416121,17,TRUE
1,0,0,3,-2.98121689313065,-0.47498280441825,100,FALSE
0,1,1,3,-0.0904617923603723,-1.28484321178289,9,FALSE
1,0,0,1,14.833810498865,-4.02339140200411,1,TRUE
0,1,0,1,10.2767162432614,-1.49348373904365,1,FALSE
0,1,1,3,3.50669111727932,2.34783384875274,1,FALSE
1,1,1,1,5.50193682442323,-1.41268317196232,4,FALSE
0,1,1,1,-2.39206900762581,1.67277921571907,13,TRUE
1,1,0,3,0.72818054407773,-2.00963614397937,95,TRUE
1,0,0,0,4.66850612184693,-0.783528234734533,15,TRUE
0,1,1,0,-0.51437992042915,1.87730750532642,3,TRUE
1,1,0,1,-4.11818661838157,-0.390252065676318,100,FALSE
1,1,1,2,7.0040785464095,-1.24785296954197,2,FALSE
0,1,1,0,-6.55038311220407,1.96406323800064,100,FALSE
1,0,1,1,-3.05557131815358,-0.400074967751753,100,TRUE
1,1,0,1,2.04191848890891,-2.46991288812882,95,TRUE
1,0,0,0,-8.36406099357467,1.0465926991278,100,FALSE
0,1,1,0,7.58050079919443,1.49410984494479,1,TRUE
0,0,1,1,-13.439122253615,0.95462742515798,100,TRUE
1,1,0,0,-1.85592129269324,0.473387805674903,100,FALSE
1,0,0,0,-2.30516755149053,-1.20820685337803,100,FALSE
