"x1","x2","x3","x4","x5","Tr","y","failed"
0,1,0,12.886569089925,1.46080452432412,0,0.356357025859377,0
0,1,3,3.68332580650733,0.395807614314574,0,0.105891695838236,1
1,0,1,16.5352474449007,1.0461048880462,0,0.523198249613916,1
1,0,3,7.23479448093774,3.65399197612239,0,0.222324831052053,1
0,0,2,2.56214125905236,2.44280572649786,0,0.331178899072015,1
0,0,1,12.8828798253487,-0.790080725825181,0,0.404888648158611,1
1,0,3,-1.96210234855108,4.38350041093736,0,0.279345506497366,1
1,1,3,3.9871220916129,2.37241820767114,0,0.147613566123813,1
1,0,1,-17.2995449037644,5.23650744514105,0,1.32303688450292,1
1,1,0,1.07098256854623,-1.87954492608738,0,0.734555449569691,1
0,1,2,10.0219816799335,4.2876730045191,0,0.212506074240796,1
0,0,0,13.5474834782514,1.75554470304044,0,0.842482683571613,1
1,1,3,8.10389811024524,4.93087962529025,0,0.157670364279156,1
0,1,3,12.0137205823675,0.328975532246826,0,0.0891415962392119,1
1,1,0,-9.09957274935763,1.40971017140982,0,0.179995281621814,0
1,1,1,-1.95296153800543,-0.385777927551452,0,0.46851143763155,1
1,0,1,-4.09866326689549,0.265191648796169,0,0.75848145713563,1
1,1,0,-2.04507805723842,0.714678574272867,0,0.909942051045612,1
1,0,0,8.12068594584159,5.37751974760112,0,1.45125095784092,1
0,0,3,1.9460183898855,1.26238113240612,0,0.17217079993521,1
1,0,0,-16.8757970695977,3.19980974757929,0,1.98922179453075,0
1,0,3,-1.57114225200593,3.03273027188816,0,0.158684870228171,0
1,0,3,7.88363831721092,1.84620130470588,0,0.197491021927302,1
1,1,0,-12.244963352532,1.59395076032039,0,1.17694861044315,1
1,1,0,7.27541927837882,0.802023258055321,0,0.757611799765638,1
1,1,3,23.9886094220551,1.08468052123308,0,0.0914213057663312,1
0,0,1,-9.0184271931974,0.821641548632805,0,0.69228040230228,1
0,0,3,-7.37291782535648,5.30164681273497,0,0.262990615400715,1
1,0,3,4.35930085477906,1.80561552231967,0,0.211564389393164,1
0,1,2,-4.45763065135905,4.12237212726681,0,0.281988429791807,1
1,0,3,-0.199706863286416,-1.14807946563352,0,0.195297709643051,1
1,0,4,6.56882002423194,2.16862402738018,0,0.11365939728998,1
0,1,3,18.0313577850595,2.33670380038164,0,0.0887338682206854,1
1,0,4,-4.03335366006975,0.808314966038107,0,0.130078110662612,1
1,0,0,2.36976739360099,2.45259940085748,0,1.37462109161019,1
1,0,4,11.8887036037259,2.44369928356222,0,0.103726592274017,1
1,1,0,7.80983140504463,2.09817627028614,0,0.067189147695899,0
0,0,0,-10.1722067355228,-1.18125191912888,0,1.14645647118878,1
0,0,0,-10.3303617930639,2.96623371051401,0,1.29041797854006,0
1,0,0,9.00686298046915,1.64002644944455,0,1.14653354921167,1
0,1,0,-0.453686417173159,1.4217807895715,0,0.734572737369196,1
1,0,0,-17.5617791772601,2.35388874676924,0,2.04438612923234,1
1,1,0,-19.2489638097436,-1.83187747988822,0,0.43564031533596,0
1,1,2,-0.972309930171839,6.12311062935043,0,0.369140572146984,1
0,0,0,10.63336657613,-1.9074689782979,0,0.721827616156151,1
1,0,2,-4.2024068084003,1.52720957118989,0,0.449939737780775,1
0,0,0,3.12885714002788,-1.33441532835533,0,0.868518572285518,1
0,1,2,-7.72416177423374,0.917649083965458,0,0.249915559956747,1
1,1,0,11.8110771242073,1.92868104334631,0,0.738179978348649,1
0,0,3,1.9234199201569,2.403885089618,0,0.184096071018051,1
1,0,0,5.57486022180555,3.43012013529577,0,1.36395100260843,1
1,0,0,8.77528144159558,3.50719108711123,0,0.696010986340787,0
1,0,0,0.970043780231421,1.38703463085908,0,1.32892060057078,1
0,1,0,10.1673329649201,1.37378567475966,0,0.591060896321847,1
1,1,0,-5.2721529349879,1.69754574833534,0,1.02849018253196,1
1,1,0,6.46909198285032,4.08445369357157,0,0.932365354156513,1
1,1,3,6.14889934797418,3.07629662821876,0,0.147221505559148,1
1,0,1,12.9748794132578,4.39408325039471,0,0.683326355180291,1
1,1,0,19.61235028226,1.69764439184759,0,0.622111026641573,1
1,0,0,2.35837607159568,1.78574481473551,0,1.32253635018901,1
1,1,1,12.6424255128001,2.47120671723175,0,0.412059418119102,1
1,0,0,5.75903895020004,4.543769203748,0,1.44998881591819,1
0,1,3,9.29913325557504,-0.0326492247135484,0,0.0922033632786777,1
1,0,3,-11.6303260033331,4.85999942878925,0,0.349162964595268,1
0,1,3,0.519712828030961,4.36297630012132,0,0.0730149738091976,0
1,1,1,5.69026215685479,3.55488941609975,0,0.505104372837479,1
0,0,1,-7.22392383362022,2.03520211229043,0,0.716551485776486,1
0,1,4,1.74276784892131,6.18536862833636,0,0.0848712800974356,1
1,1,0,5.82745642505868,3.11056008976168,0,0.892422617864965,1
0,1,2,-10.1524760533331,3.5171858400277,0,0.305409589377776,1
1,1,0,-3.47599833716547,0.188590976472707,0,0.214686130234098,0
